time,setpoint,output,control_signal
8.310000,1.000000,0.982139,0.985572
8.320000,1.000000,0.982202,0.985628
8.330000,1.000000,0.982268,0.985676
8.340000,1.000000,0.982339,0.985716
8.350000,1.000000,0.982413,0.985748
8.360000,1.000000,0.982491,0.985773
8.370000,1.000000,0.982573,0.985792
8.380000,1.000000,0.982658,0.985804
8.390000,1.000000,0.982746,0.985811
8.400000,1.000000,0.982836,0.985811
8.410000,1.000000,0.982930,0.985807
8.420000,1.000000,0.983026,0.985798
8.430000,1.000000,0.983125,0.985784
8.440000,1.000000,0.983225,0.985767
8.450000,1.000000,0.983327,0.985746
8.460000,1.000000,0.983431,0.987389
8.470000,1.000000,0.983539,0.987353
8.480000,1.000000,0.983651,0.987290
8.490000,1.000000,0.983766,0.987221
8.500000,1.000000,0.983884,0.987147
8.510000,1.000000,0.984004,0.987067
8.520000,1.000000,0.984127,0.986984
8.530000,1.000000,0.984251,0.986898
8.540000,1.000000,0.984377,0.986810
8.550000,1.000000,0.984504,0.986720
8.560000,1.000000,0.984632,0.986629
8.570000,1.000000,0.984760,0.986538
8.580000,1.000000,0.984888,0.986447
8.590000,1.000000,0.985015,0.987868
8.600000,1.000000,0.985145,0.987768
8.610000,1.000000,0.985275,0.987648
8.620000,1.000000,0.985407,0.987526
8.630000,1.000000,0.985539,0.987405
8.640000,1.000000,0.985671,0.987284
8.650000,1.000000,0.985802,0.987164
8.660000,1.000000,0.985933,0.987046
8.670000,1.000000,0.986063,0.986932
8.680000,1.000000,0.986191,0.986821
8.690000,1.000000,0.986317,0.986714
8.700000,1.000000,0.986441,0.986612
8.710000,1.000000,0.986563,0.986516
8.720000,1.000000,0.986682,0.986426
8.730000,1.000000,0.986798,0.986343
8.740000,1.000000,0.986910,0.987587
8.750000,1.000000,0.987021,0.987507
8.760000,1.000000,0.987130,0.987415
8.770000,1.000000,0.987237,0.987328
8.780000,1.000000,0.987342,0.987247
8.790000,1.000000,0.987445,0.987171
8.800000,1.000000,0.987545,0.987101
8.810000,1.000000,0.987642,0.987038
8.820000,1.000000,0.987735,0.986981
8.830000,1.000000,0.987826,0.986932
8.840000,1.000000,0.987913,0.986890
8.850000,1.000000,0.987996,0.986856
8.860000,1.000000,0.988076,0.986830
8.870000,1.000000,0.988152,0.986811
8.880000,1.000000,0.988224,0.987986
8.890000,1.000000,0.988294,0.987977
8.900000,1.000000,0.988362,0.987958
8.910000,1.000000,0.988427,0.987945
8.920000,1.000000,0.988491,0.987936
8.930000,1.000000,0.988552,0.987932
8.940000,1.000000,0.988611,0.987933
8.950000,1.000000,0.988668,0.987940
8.960000,1.000000,0.988722,0.987951
8.970000,1.000000,0.988773,0.987968
8.980000,1.000000,0.988822,0.987990
8.990000,1.000000,0.988869,0.988017
9.000000,1.000000,0.988913,0.988049
9.010000,1.000000,0.988955,0.988086
9.020000,1.000000,0.988995,0.988127
9.030000,1.000000,0.989032,0.988174
9.040000,1.000000,0.989067,0.989321
9.050000,1.000000,0.989102,0.989373
9.060000,1.000000,0.989137,0.989412
9.070000,1.000000,0.989171,0.989451
9.080000,1.000000,0.989204,0.989491
9.090000,1.000000,0.989238,0.989531
9.100000,1.000000,0.989271,0.989571
9.110000,1.000000,0.989304,0.989611
9.120000,1.000000,0.989337,0.989652
9.130000,1.000000,0.989369,0.989692
9.140000,1.000000,0.989401,0.989733
9.150000,1.000000,0.989433,0.989774
9.160000,1.000000,0.989465,0.989814
9.170000,1.000000,0.989497,0.989855
9.180000,1.000000,0.989528,0.989896
9.190000,1.000000,0.989560,0.989936
9.200000,1.000000,0.989591,0.989976
9.210000,1.000000,0.989622,0.990016
9.220000,1.000000,0.989654,0.989018
9.230000,1.000000,0.989683,0.989061
9.240000,1.000000,0.989711,0.989118
9.250000,1.000000,0.989737,0.989179
9.260000,1.000000,0.989762,0.989243
9.270000,1.000000,0.989785,0.989309
9.280000,1.000000,0.989807,0.989377
9.290000,1.000000,0.989828,0.989447
9.300000,1.000000,0.989848,0.989519
9.310000,1.000000,0.989867,0.989593
9.320000,1.000000,0.989885,0.989668
9.330000,1.000000,0.989902,0.989744
9.340000,1.000000,0.989919,0.989820
9.350000,1.000000,0.989935,0.989897
9.360000,1.000000,0.989951,0.989975
9.370000,1.000000,0.989966,0.990052
9.380000,1.000000,0.989981,0.989126
9.390000,1.000000,0.989995,0.989205
9.400000,1.000000,0.990006,0.989297
9.410000,1.000000,0.990017,0.989392
9.420000,1.000000,0.990026,0.989488
9.430000,1.000000,0.990034,0.989586
9.440000,1.000000,0.990042,0.989686
9.450000,1.000000,0.990048,0.989785
9.460000,1.000000,0.990054,0.989886
9.470000,1.000000,0.990060,0.989986
9.480000,1.000000,0.990065,0.990086
9.490000,1.000000,0.990070,0.990185
9.500000,1.000000,0.990076,0.990283
9.510000,1.000000,0.990081,0.989388
9.520000,1.000000,0.990085,0.989484
9.530000,1.000000,0.990089,0.989593
9.540000,1.000000,0.990091,0.989702
9.550000,1.000000,0.990093,0.989812
9.560000,1.000000,0.990094,0.989923
9.570000,1.000000,0.990095,0.990032
9.580000,1.000000,0.990096,0.990142
9.590000,1.000000,0.990096,0.990250
9.600000,1.000000,0.990097,0.990357
9.610000,1.000000,0.990099,0.990462
9.620000,1.000000,0.990101,0.990565
9.630000,1.000000,0.990104,0.990666
9.640000,1.000000,0.990107,0.990764
9.650000,1.000000,0.990112,0.989870
9.660000,1.000000,0.990116,0.989963
9.670000,1.000000,0.990119,0.990067
9.680000,1.000000,0.990123,0.990171
9.690000,1.000000,0.990126,0.990274
9.700000,1.000000,0.990130,0.990375
9.710000,1.000000,0.990134,0.990475
9.720000,1.000000,0.990138,0.990574
9.730000,1.000000,0.990144,0.990670
9.740000,1.000000,0.990149,0.990764
9.750000,1.000000,0.990156,0.990856
9.760000,1.000000,0.990163,0.990945
9.770000,1.000000,0.990172,0.991031
9.780000,1.000000,0.990182,0.991114
9.790000,1.000000,0.990193,0.991194
9.800000,1.000000,0.990206,0.991271
9.810000,1.000000,0.990220,0.991345
9.820000,1.000000,0.990235,0.991414
9.830000,1.000000,0.990252,0.991481
9.840000,1.000000,0.990270,0.991543
9.850000,1.000000,0.990291,0.990629
9.860000,1.000000,0.990311,0.990686
9.870000,1.000000,0.990331,0.990754
9.880000,1.000000,0.990352,0.990820
9.890000,1.000000,0.990373,0.990886
9.900000,1.000000,0.990394,0.990950
9.910000,1.000000,0.990416,0.991013
9.920000,1.000000,0.990438,0.991074
9.930000,1.000000,0.990460,0.991134
9.940000,1.000000,0.990484,0.991192
9.950000,1.000000,0.990507,0.991249
9.960000,1.000000,0.990532,0.991304
9.970000,1.000000,0.990557,0.991357
9.980000,1.000000,0.990583,0.991408
9.990000,1.000000,0.990610,0.991457
10.000000,1.000000,0.990637,0.991505
10.010000,1.000000,0.990665,0.992487
10.020000,1.000000,0.990696,0.992528
10.030000,1.000000,0.990728,0.992553
10.040000,1.000000,0.990763,0.992574
10.050000,1.000000,0.990800,0.992591
10.060000,1.000000,0.990839,0.992603
10.070000,1.000000,0.990880,0.992611
10.080000,1.000000,0.990923,0.992616
10.090000,1.000000,0.990968,0.992617
10.100000,1.000000,0.991014,0.992615
10.110000,1.000000,0.991062,0.992610
10.120000,1.000000,0.991111,0.992602
10.130000,1.000000,0.991161,0.992592
10.140000,1.000000,0.991213,0.992579
10.150000,1.000000,0.991265,0.992565
10.160000,1.000000,0.991319,0.993422
10.170000,1.000000,0.991375,0.993398
10.180000,1.000000,0.991432,0.993361
10.190000,1.000000,0.991492,0.993320
10.200000,1.000000,0.991553,0.993276
10.210000,1.000000,0.991615,0.993230
10.220000,1.000000,0.991679,0.993181
10.230000,1.000000,0.991744,0.993131
10.240000,1.000000,0.991809,0.993079
10.250000,1.000000,0.991875,0.993026
10.260000,1.000000,0.991941,0.992973
10.270000,1.000000,0.992008,0.992920
10.280000,1.000000,0.992074,0.992867
10.290000,1.000000,0.992141,0.992815
10.300000,1.000000,0.992206,0.992764
10.310000,1.000000,0.992272,0.992714
10.320000,1.000000,0.992336,0.993439
10.330000,1.000000,0.992401,0.993387
10.340000,1.000000,0.992466,0.993325
10.350000,1.000000,0.992531,0.993265
10.360000,1.000000,0.992595,0.993205
10.370000,1.000000,0.992660,0.993146
10.380000,1.000000,0.992723,0.993089
10.390000,1.000000,0.992786,0.993034
10.400000,1.000000,0.992847,0.992981
10.410000,1.000000,0.992908,0.992931
10.420000,1.000000,0.992967,0.992885
10.430000,1.000000,0.993025,0.992841
10.440000,1.000000,0.993081,0.992801
10.450000,1.000000,0.993135,0.992765
10.460000,1.000000,0.993188,0.992733
10.470000,1.000000,0.993238,0.992705
10.480000,1.000000,0.993287,0.992681
10.490000,1.000000,0.993334,0.993333
10.500000,1.000000,0.993379,0.993313
10.510000,1.000000,0.993424,0.993289
10.520000,1.000000,0.993467,0.993267
10.530000,1.000000,0.993509,0.993248
10.540000,1.000000,0.993549,0.993231
10.550000,1.000000,0.993589,0.993219
10.560000,1.000000,0.993626,0.993209
10.570000,1.000000,0.993663,0.993203
10.580000,1.000000,0.993697,0.993200
10.590000,1.000000,0.993730,0.993200
10.600000,1.000000,0.993762,0.993204
10.610000,1.000000,0.993792,0.993211
10.620000,1.000000,0.993820,0.993222
10.630000,1.000000,0.993847,0.993854
10.640000,1.000000,0.993873,0.993869
10.650000,1.000000,0.993898,0.993878
10.660000,1.000000,0.993923,0.993888
10.670000,1.000000,0.993947,0.993899
10.680000,1.000000,0.993971,0.993911
10.690000,1.000000,0.993994,0.993925
10.700000,1.000000,0.994017,0.993940
10.710000,1.000000,0.994038,0.993957
10.720000,1.000000,0.994060,0.993974
10.730000,1.000000,0.994080,0.993993
10.740000,1.000000,0.994100,0.994013
10.750000,1.000000,0.994120,0.994034
10.760000,1.000000,0.994138,0.994645
10.770000,1.000000,0.994158,0.994666
10.780000,1.000000,0.994177,0.994680
10.790000,1.000000,0.994197,0.994692
10.800000,1.000000,0.994217,0.994703
10.810000,1.000000,0.994238,0.994714
10.820000,1.000000,0.994259,0.994723
10.830000,1.000000,0.994280,0.994732
10.840000,1.000000,0.994302,0.994740
10.850000,1.000000,0.994323,0.994748
10.860000,1.000000,0.994345,0.994754
10.870000,1.000000,0.994367,0.994760
10.880000,1.000000,0.994389,0.994766
10.890000,1.000000,0.994412,0.994772
10.900000,1.000000,0.994434,0.994777
10.910000,1.000000,0.994456,0.994781
10.920000,1.000000,0.994479,0.994786
10.930000,1.000000,0.994501,0.994791
10.940000,1.000000,0.994524,0.994795
10.950000,1.000000,0.994546,0.994800
10.960000,1.000000,0.994568,0.994805
10.970000,1.000000,0.994590,0.994809
10.980000,1.000000,0.994612,0.994815
10.990000,1.000000,0.994634,0.994820
11.000000,1.000000,0.994655,0.994826
11.010000,1.000000,0.994677,0.994832
11.020000,1.000000,0.994698,0.994839
11.030000,1.000000,0.994719,0.994846
11.040000,1.000000,0.994739,0.994853
11.050000,1.000000,0.994760,0.994861
11.060000,1.000000,0.994780,0.994870
11.070000,1.000000,0.994800,0.994879
11.080000,1.000000,0.994819,0.994889
11.090000,1.000000,0.994838,0.994900
11.100000,1.000000,0.994857,0.994911
11.110000,1.000000,0.994875,0.994923
11.120000,1.000000,0.994893,0.994936
11.130000,1.000000,0.994911,0.994949
11.140000,1.000000,0.994929,0.994963
11.150000,1.000000,0.994946,0.994977
11.160000,1.000000,0.994963,0.994993
11.170000,1.000000,0.994979,0.995008
11.180000,1.000000,0.994995,0.995025
11.190000,1.000000,0.995011,0.995042
11.200000,1.000000,0.995026,0.995059
11.210000,1.000000,0.995042,0.995078
11.220000,1.000000,0.995057,0.995096
11.230000,1.000000,0.995071,0.995115
11.240000,1.000000,0.995086,0.995135
11.250000,1.000000,0.995100,0.995155
11.260000,1.000000,0.995114,0.995175
11.270000,1.000000,0.995127,0.995195
11.280000,1.000000,0.995141,0.995216
11.290000,1.000000,0.995154,0.994751
11.300000,1.000000,0.995167,0.994774
11.310000,1.000000,0.995178,0.994804
11.320000,1.000000,0.995189,0.994836
11.330000,1.000000,0.995199,0.994869
11.340000,1.000000,0.995208,0.994904
11.350000,1.000000,0.995216,0.994940
11.360000,1.000000,0.995224,0.994978
11.370000,1.000000,0.995231,0.995016
11.380000,1.000000,0.995238,0.995055
11.390000,1.000000,0.995244,0.995095
11.400000,1.000000,0.995250,0.995135
11.410000,1.000000,0.995255,0.995176
11.420000,1.000000,0.995261,0.995217
11.430000,1.000000,0.995266,0.995258
11.440000,1.000000,0.995271,0.995300
11.450000,1.000000,0.995276,0.995341
11.460000,1.000000,0.995281,0.994909
11.470000,1.000000,0.995285,0.994949
11.480000,1.000000,0.995288,0.994997
11.490000,1.000000,0.995291,0.995045
11.500000,1.000000,0.995294,0.995093
11.510000,1.000000,0.995296,0.995142
11.520000,1.000000,0.995298,0.995192
11.530000,1.000000,0.995300,0.995241
11.540000,1.000000,0.995301,0.995290
11.550000,1.000000,0.995303,0.995339
11.560000,1.000000,0.995304,0.995388
11.570000,1.000000,0.995306,0.995436
11.580000,1.000000,0.995308,0.995483
11.590000,1.000000,0.995310,0.995530
11.600000,1.000000,0.995312,0.995575
11.610000,1.000000,0.995315,0.995619
11.620000,1.000000,0.995318,0.995662
11.630000,1.000000,0.995321,0.995703
11.640000,1.000000,0.995326,0.995743
11.650000,1.000000,0.995330,0.995781
11.660000,1.000000,0.995336,0.995817
11.670000,1.000000,0.995342,0.995852
11.680000,1.000000,0.995348,0.995885
11.690000,1.000000,0.995356,0.995916
11.700000,1.000000,0.995364,0.995945
11.710000,1.000000,0.995373,0.995972
11.720000,1.000000,0.995382,0.995998
11.730000,1.000000,0.995393,0.996021
11.740000,1.000000,0.995404,0.996042
11.750000,1.000000,0.995416,0.996062
11.760000,1.000000,0.995428,0.996079
11.770000,1.000000,0.995442,0.996095
11.780000,1.000000,0.995456,0.996109
11.790000,1.000000,0.995471,0.996121
11.800000,1.000000,0.995487,0.996132
11.810000,1.000000,0.995503,0.996140
11.820000,1.000000,0.995520,0.996148
11.830000,1.000000,0.995538,0.996153
11.840000,1.000000,0.995556,0.996157
11.850000,1.000000,0.995574,0.996160
11.860000,1.000000,0.995594,0.996162
11.870000,1.000000,0.995613,0.996163
11.880000,1.000000,0.995634,0.996162
11.890000,1.000000,0.995654,0.996161
11.900000,1.000000,0.995675,0.996159
11.910000,1.000000,0.995696,0.996156
11.920000,1.000000,0.995718,0.996152
11.930000,1.000000,0.995739,0.996148
11.940000,1.000000,0.995761,0.996143
11.950000,1.000000,0.995783,0.996138
11.960000,1.000000,0.995805,0.996133
11.970000,1.000000,0.995827,0.996128
11.980000,1.000000,0.995850,0.996123
11.990000,1.000000,0.995872,0.996118
12.000000,1.000000,0.995893,0.996113
12.010000,1.000000,0.995915,0.996109
12.020000,1.000000,0.995937,0.996105
12.030000,1.000000,0.995958,0.996101
12.040000,1.000000,0.995979,0.996098
12.050000,1.000000,0.996000,0.996095
12.060000,1.000000,0.996021,0.996093
12.070000,1.000000,0.996041,0.996092
12.080000,1.000000,0.996061,0.996091
12.090000,1.000000,0.996080,0.996092
12.100000,1.000000,0.996099,0.996093
12.110000,1.000000,0.996118,0.996095
12.120000,1.000000,0.996136,0.996098
12.130000,1.000000,0.996154,0.996102
12.140000,1.000000,0.996171,0.996107
12.150000,1.000000,0.996187,0.996113
12.160000,1.000000,0.996204,0.996120
12.170000,1.000000,0.996219,0.996128
12.180000,1.000000,0.996235,0.996137
12.190000,1.000000,0.996249,0.996147
12.200000,1.000000,0.996263,0.996158
12.210000,1.000000,0.996277,0.996170
12.220000,1.000000,0.996290,0.996182
12.230000,1.000000,0.996303,0.996196
12.240000,1.000000,0.996316,0.996211
12.250000,1.000000,0.996327,0.996226
12.260000,1.000000,0.996339,0.996242
12.270000,1.000000,0.996350,0.996259
12.280000,1.000000,0.996360,0.996277
12.290000,1.000000,0.996371,0.996295
12.300000,1.000000,0.996381,0.996314
12.310000,1.000000,0.996390,0.996333
12.320000,1.000000,0.996400,0.996353
12.330000,1.000000,0.996409,0.996374
12.340000,1.000000,0.996417,0.996395
12.350000,1.000000,0.996426,0.996416
12.360000,1.000000,0.996434,0.996437
12.370000,1.000000,0.996442,0.996459
12.380000,1.000000,0.996450,0.996480
12.390000,1.000000,0.996458,0.996502
12.400000,1.000000,0.996466,0.996524
12.410000,1.000000,0.996473,0.996546
12.420000,1.000000,0.996481,0.996568
12.430000,1.000000,0.996489,0.996589
12.440000,1.000000,0.996496,0.996611
12.450000,1.000000,0.996504,0.996632
12.460000,1.000000,0.996511,0.996653
12.470000,1.000000,0.996519,0.996673
12.480000,1.000000,0.996527,0.996694
12.490000,1.000000,0.996535,0.996714
12.500000,1.000000,0.996543,0.996733
12.510000,1.000000,0.996551,0.996752
12.520000,1.000000,0.996559,0.996771
12.530000,1.000000,0.996567,0.996789
12.540000,1.000000,0.996576,0.996806
12.550000,1.000000,0.996584,0.996823
12.560000,1.000000,0.996593,0.996839
12.570000,1.000000,0.996602,0.996855
12.580000,1.000000,0.996612,0.996870
12.590000,1.000000,0.996621,0.996884
12.600000,1.000000,0.996631,0.996898
12.610000,1.000000,0.996641,0.996912
12.620000,1.000000,0.996651,0.996924
12.630000,1.000000,0.996661,0.996936
12.640000,1.000000,0.996672,0.996948
12.650000,1.000000,0.996683,0.996959
12.660000,1.000000,0.996694,0.996969
12.670000,1.000000,0.996705,0.996979
12.680000,1.000000,0.996716,0.996988
12.690000,1.000000,0.996728,0.996997
12.700000,1.000000,0.996739,0.997005
12.710000,1.000000,0.996751,0.997013
12.720000,1.000000,0.996763,0.997020
